head	head_label	head_source	relation	tail	tail_label	tail_source	confidence	sentence	seen_count	doc_id	doc_label
തിന	CROP	dict	grown_in	ആഴത്തിൽ മണ്ണ്	SOIL	regex	0.85	ചെടികളുടെ വേരുകൾക്ക് നന്നായി വളരാൻ പാകത്തിന്, കണ്ടെയ്നറിൽ കുറഞ്ഞത് 12-14 ഇഞ്ച് ആഴത്തിൽ മണ്ണ് ഉണ്ടെന്ന് ഉറപ്പാക്കണം	1	158	AGRI_PRACTICES
നീർവാർച്ച	CONDITION	dict	grown_in	വഴുതന	CROP	dict	0.85	\n\nനീർവാർച്ചയുള്ളതും ഫലഭൂയിഷ്ഠവുമായ പശിമരാശി മണ്ണാണ് വഴുതന കൃഷിക്ക് ഏറ്റവും അനുയോജ്യം	2	162	CROPS
പാവൽ	CROP	dict	grown_in	മഴക്കാലം	CONDITION	dict	0.85	\n\nഇവ കൂടാതെ പാവൽ, പയർ തുടങ്ങിയ പച്ചക്കറികളും ജൂൺ ആദ്യവാരം മഴക്കാലം എത്തുന്നതോടെ കൃഷി ചെയ്യാവുന്നതാണ്	1	186	ENVIRONMENTAL_FACTORS
പയർ	CROP	dict	grown_in	മഴക്കാലം	CONDITION	dict	0.85	\n\nഇവ കൂടാതെ പാവൽ, പയർ തുടങ്ങിയ പച്ചക്കറികളും ജൂൺ ആദ്യവാരം മഴക്കാലം എത്തുന്നതോടെ കൃഷി ചെയ്യാവുന്നതാണ്	1	186	ENVIRONMENTAL_FACTORS
ചക്ക	CROP	dict	grown_in	മഴക്കാലം	CONDITION	dict	0.85	\n\nഇവ കൂടാതെ പാവൽ, പയർ തുടങ്ങിയ പച്ചക്കറികളും ജൂൺ ആദ്യവാരം മഴക്കാലം എത്തുന്നതോടെ കൃഷി ചെയ്യാവുന്നതാണ്	1	186	ENVIRONMENTAL_FACTORS
കൃത്യമായ മണ്ണ്	SOIL	regex	grown_in	ചക്ക	CROP	dict	0.85	കൃത്യമായ മണ്ണ് പരിപാലനവും വളപ്രയോഗവും ദിവസവും അല്പസമയം കൃഷിക്കായി മാറ്റിവെച്ചാൽ വിഷമില്ലാത്ത പച്ചക്കറികൾ ലഭിക്കും	1	196	AGRI_PRACTICES
ഉടച്ച് മണ്ണ്	SOIL	regex	grown_in	കപ്പ	CROP	dict	0.85	കൃഷിയിടം നന്നായി ഉഴുതുമറിച്ച് കട്ടകൾ ഉടച്ച് മണ്ണ് പാകപ്പെടുത്തിയ ശേഷം കുമ്മായം ചേർക്കണം	2	205	CROPS
തിന	CROP	dict	grown_in	ദീർഘകാലം	CONDITION	regex	0.85	\n*   **സുസ്ഥിര:** ഇളം പച്ചനിറത്തിൽ വണ്ണമുള്ള കായ്കൾ, മഞ്ഞളിപ്പ് രോഗത്തിനെതിരെ പ്രതിരോധശേഷി, ദീർഘകാലം വിളവ് നൽകാനുള്ള കഴിവ് എന്നിവ ഈ ഇനത്തെ വീട്ടുവളപ്പിലെ കൃഷിക്ക് അനുയോജ്യമാക്കുന്നു	1	210	CROPS
ശൈത്യകാലം	CONDITION	dict	grown_in	തിന	CROP	dict	0.85	ശൈത്യകാലം വളരെ കഠിനമായതിനാൽ ശൈത്യകാലത്ത് ചെടി വിശ്രമിക്കുകയും വേനൽക്കാലത്ത് പുതിയ വളർച്ച ഉണ്ടാക്കുകയും ചെയ്യുന്നു	1	277	CROPS
ഉഷ്ണമേഖലാ	CONDITION	dict	grown_in	പപ്പായ	CROP	dict	0.85	വേനൽക്കാല താപനില 35″aC മുതൽ 38″aC വരെ വ്യത്യാസപ്പെടുന്ന ഉഷ്ണമേഖലാ കാലാവസ്ഥയിലാണ് പപ്പായ നന്നായി വളരുന്നത്	1	282	CROPS
ഈർപ്പം	CONDITION	dict	grown_in	തിന	CROP	dict	0.85	ഉയർന്ന ഈർപ്പം ഉള്ള പടിഞ്ഞാറൻ തീരദേശ സമതലങ്ങൾ ഇതിന് വളരെ അനുയോജ്യമാണ്	1	298	ENVIRONMENTAL_FACTORS
ചക്ക	CROP	dict	grown_in	വരൾച്ച	CONDITION	dict	0.85	മഴയെ ആശ്രയിച്ചാണ് ചക്ക കൃഷി ചെയ്യുന്നതെങ്കിലും, ഇത് വരൾച്ചയെ വളരെ എളുപ്പത്തിൽ നേരിടുന്നു	1	300	AGRI_PRACTICES
നീർവാർച്ച	CONDITION	dict	grown_in	തിന	CROP	dict	0.85	നീർവാർച്ചയും വളക്കൂറുമുള്ള മണ്ണിൽ പുതിന എളുപ്പത്തിൽ കൃഷി ചെയ്യാം	1	313	AGRI_PRACTICES
തിന	CROP	dict	grown_in	മുൻപ് മണ്ണ്	SOIL	regex	0.85	\n\nകൃഷി ചെയ്യുന്നതിന് മുൻപ് മണ്ണ് നന്നായി കിളച്ചിളക്കി നനയ്ക്കണം	1	314	CROPS
സൂര്യപ്രകാശം	CONDITION	dict	grown_in	തിന	CROP	dict	0.85	നല്ല സൂര്യപ്രകാശം ഇഷ്ടപ്പെടുന്ന ഈ സസ്യം, കള്ളി വർഗ്ഗത്തിൽ പെടുന്നതിനാൽ വരണ്ടതും മഴ കുറഞ്ഞതുമായ കാലാവസ്ഥയിലും കൃഷി ചെയ്യാം	1	344	CROPS
തിന	CROP	dict	grown_in	മുകളിലെ മണ്ണ്	SOIL	regex	0.85	കാട്ടു ഇനങ്ങളിലും ടാപ്പ് റൂട്ട് സിസ്റ്റം വളരെ വേഗത്തിൽ വികസിക്കുന്നതിനാൽ, തൈകൾക്ക് രണ്ട് ഇലകളുള്ളപ്പോൾ അവയെ പ്രധാന കൃഷിയിടത്തിൽ 1x1x1 മീറ്റർ വലിപ്പമുള്ള കുഴികളിൽ 20 കിലോഗ്രാം കാലിവളം + മുകളിലെ മണ്ണ് ന	1	362	AGRI_PRACTICES
നീർവാർച്ച	CONDITION	dict	grown_in	നെല്ലിക്ക	CROP	dict	0.85	നല്ല നീർവാർച്ചയുള്ള പശിമരാശി മണ്ണിൽ നെല്ലിക്ക മരങ്ങൾ വേഗത്തിൽ വളരുന്നുണ്ടെങ്കിലും, കനത്ത കളിമണ്ണിലും ആദ്യത്തെ 2 - 3 വർഷങ്ങളിൽ വിള വളർച്ചയുടെ ആദ്യ ഘട്ടത്തിൽ കനത്ത മഴയുള്ളപ്പോൾ നേരിയ നീർവാർച്ച ക്രമീകരിച	1	369	CROPS
നെല്ലിക്ക	CROP	dict	grown_in	നീർവാർച്ച	CONDITION	dict	0.85	നല്ല നീർവാർച്ചയുള്ള പശിമരാശി മണ്ണിൽ നെല്ലിക്ക മരങ്ങൾ വേഗത്തിൽ വളരുന്നുണ്ടെങ്കിലും, കനത്ത കളിമണ്ണിലും ആദ്യത്തെ 2 - 3 വർഷങ്ങളിൽ വിള വളർച്ചയുടെ ആദ്യ ഘട്ടത്തിൽ കനത്ത മഴയുള്ളപ്പോൾ നേരിയ നീർവാർച്ച ക്രമീകരിച	1	369	CROPS
കാരറ്റ്	CROP	dict	grown_in	അയഞ്ഞ മണ്ണ്	SOIL	regex	0.7	കാരറ്റ് വിളകള്‍ക്ക് ആഴത്തിലുള്ള അയഞ്ഞ മണ്ണ് ആവശ്യമാണ്	1	9	AGRI_PRACTICES
തിന	CROP	dict	grown_in	എന്റൈസോൾ	SOIL	regex	0.7	"""മണ്ണു വർഗ്ഗീകരണത്തിനുള്ള ഒരു ഉദാഹരണം, മണ്ണു വർഗ്ഗീകരണശാസ്ത്രം ഉപയോഗിച്ച്,  ഓർഡർ എന്റൈസോൾസ് മുതൽ സീരീസ് ജോസിറ്റി, യംഗ്‌സ്റ്റൺ വരെയുള്ള  പന്തികളെ കാണിക്കുന്ന"	1	20	ENVIRONMENTAL_FACTORS
വാഴ	CROP	dict	grown_in	നീർവാർച്ച	CONDITION	dict	0.7	\n*   **കടചീയൽ:** വാഴത്തോട്ടങ്ങളിൽ നീർവാർച്ച ഉറപ്പാക്കുക	1	28	AGRI_PRACTICES
തിന	CROP	dict	grown_in	ഹെക്സോകോണസോൾ	SOIL	regex	0.7	പൗഡറിമിൽഡ്യൂ രോഗത്തിനെതിരെ ഹെക്സോകോണസോൾ (ഒരു ഗ്രാം ഒരു ലിറ്റർ വെള്ളത്തിൽ) തളിക്കുക	1	28	AGRI_PRACTICES
നിർദ്ദിഷ്ട മണ്ണ്	SOIL	regex	grown_in	തിന	CROP	dict	0.7	നിർദ്ദിഷ്ട മണ്ണ് സാഹചര്യങ്ങളിൽ മാത്രമാണ് ഇത് പ്രയോഗിക്കാവുന്നത്, കളനിയന്ത്രണത്തിന് ഹെർബിസൈഡുകൾ ആവശ്യമാണ്	1	35	AGRI_PRACTICES
അനുയോജ്യമായ മണ്ണിന്റെ	SOIL	ner	grown_in	കപ്പ	CROP	dict	0.7	ഈ അനുയോജ്യമായ മണ്ണിന്റെ ഈർപ്പ ശ്രേണിയുടെ മുകൾ പരിധി ഫീൽഡ് കപ്പാസിറ്റിയാണ് (-0	1	53	AGRI_PRACTICES
മൂലം മണ്ണ്	SOIL	regex	grown_in	തിന	CROP	dict	0.7	ബാഷ്പീകരണത്തിലൂടെയും വിയർപ്പിലൂടെയും ജലനഷ്ടം മൂലം മണ്ണ് വരണ്ടുപോകുമ്പോൾ, ഈർപ്പം സംരക്ഷിക്കുന്നതിന് പകൽ സമയത്ത് സസ്യങ്ങൾ വാടിപ്പോകുകയും രാത്രിയിൽ സാധാരണ നിലയിലാവുകയും ചെയ്യും	1	53	AGRI_PRACTICES
തിന	CROP	dict	grown_in	ഈർപ്പം	CONDITION	dict	0.7	ഇതിനു മുകളിൽ പച്ചച്ചാണകം ഇടുന്നത് ഈർപ്പം നിലനിർത്താൻ സഹായിക്കും	7	98	CROPS
വാഴ	CROP	dict	grown_in	കുറച്ചുകാലം	CONDITION	regex	0.7	\n\n**വാഴച്ചുണ്ട്**\nപഴയ തലമുറയ്ക്ക് പ്രിയങ്കരമായിരുന്ന വാഴച്ചുണ്ട്, പുതിയ പച്ചക്കറികളുടെ വരവോടെ കുറച്ചുകാലം അവഗണിക്കപ്പെട്ടിരുന്നു	2	113	CROPS
ചക്ക	CROP	dict	grown_in	കുറച്ചുകാലം	CONDITION	regex	0.7	\n\n**വാഴച്ചുണ്ട്**\nപഴയ തലമുറയ്ക്ക് പ്രിയങ്കരമായിരുന്ന വാഴച്ചുണ്ട്, പുതിയ പച്ചക്കറികളുടെ വരവോടെ കുറച്ചുകാലം അവഗണിക്കപ്പെട്ടിരുന്നു	1	113	CROPS
തിന	CROP	dict	grown_in	തണുപ്പ്	CONDITION	dict	0.7	ഇവ കായ്ക്കുന്നതിന് നിശ്ചിത ദിവസങ്ങളിലെ കഠിനമായ തണുപ്പ് ആവശ്യമാണ്	2	115	CROPS
ഹൈഡ്രോസയനിക് ആസിഡ്	SOIL	ner	grown_in	തിന	CROP	dict	0.7	ഇതിൽ ഉയർന്ന അളവിൽ ഹൈഡ്രോസയനിക് ആസിഡ് അടങ്ങിയിട്ടുള്ളതിനാൽ ശരിയായി പാകം ചെയ്യാതെ കഴിക്കുന്നത് ആരോഗ്യപ്രശ്നങ്ങളുണ്ടാക്കാം	1	116	CROPS
വാഴ	CROP	dict	grown_in	മഴക്കാലം	CONDITION	dict	0.7	"""നേന്ത്രവാഴയിലെ സിഗറ്റോക്ക ഇലപ്പുള്ളി രോഗം വേനൽമഴ തുടങ്ങുമ്പോൾ തന്നെ വ്യാപകമാവുകയും മഴക്കാലം മുഴുവൻ നീണ്ടുനിൽക്കുകയും ചെയ്യും"	1	125	DISEASES
ചേർത്ത മണ്ണ്	SOIL	regex	grown_in	സ്ട്രോബറി	CROP	dict	0.7	മണലും കമ്പോസ്റ്റും ചേർത്ത മണ്ണ് സ്ട്രോബറി വളർത്താൻ ഏറ്റവും ഉത്തമമാണ്	1	154	CROPS
സ്ട്രോബറി	CROP	dict	grown_in	സൂര്യപ്രകാശം	CONDITION	dict	0.7	\n\nസ്ട്രോബറി ചെടികൾക്ക് ദിവസേന 6 മണിക്കൂർ സൂര്യപ്രകാശം ആവശ്യമാണ്	1	158	AGRI_PRACTICES
തിന	CROP	dict	grown_in	സൂര്യപ്രകാശം	CONDITION	dict	0.7	അതുപോലെ, ആവശ്യത്തിന് സൂര്യപ്രകാശം ലഭിക്കുന്നുണ്ടെന്ന് ഉറപ്പുവരുത്തുക	2	161	AGRI_PRACTICES
വെണ്ടയ്ക്ക	CROP	dict	grown_in	സൂര്യപ്രകാശം	CONDITION	dict	0.7	വെണ്ടയ്ക്ക് നല്ല സൂര്യപ്രകാശം ലഭിക്കുന്ന സ്ഥലം അത്യാവശ്യമാണ്	1	185	CROPS
ചക്ക	CROP	dict	grown_in	തവണകളായി മണ്ണ്	SOIL	regex	0.7	പച്ചക്കറികൾക്ക് ചുറ്റും രണ്ടോ മൂന്നോ തവണകളായി മണ്ണ് നൽകുന്നത് ചെടികൾ വീഴാതിരിക്കാനും വിളവ് വർദ്ധിപ്പിക്കാനും നല്ലതാണ്	1	196	AGRI_PRACTICES
അർക്ക അനാമിക	SOIL	ner	grown_in	തിന	CROP	dict	0.7	\n\nവെണ്ടയുടെ പ്രധാന ഇനങ്ങൾ:\n*   **അർക്ക അനാമിക:** പച്ചനിറമുള്ള ചെറിയ കായ്കൾ, നരപ്പ് രോഗത്തിനെതിരെ പ്രതിരോധശേഷി, ഉയർന്ന വിളവ് എന്നിവ പ്രത്യേകതകളാണ്	3	210	CROPS
തിന	CROP	dict	grown_in	തോതിൽ മണ്ണ്	SOIL	regex	0.7	അതിനുശേഷം നേരിയ തോതിൽ മണ്ണ് വിതറണം	1	213	AGRI_PRACTICES
